"","ballot_ID","state","county","voted_2016","student_loan","faminc","child_u18","followed_event_fb","education","employment","social_media","marital_status","home_owner_status","voted_2012","birth_year","vote_method","health_insurance"
"18049","42343","North Carolina","New Hanover NC","democrat","no",5,"no","No","highschool","employed","Yes","Single","own",NA,NA,"in person","no"
"18050","45646","Wisconsin","Chippewa WI",NA,NA,3,"yes","Yes","no_highschool","other","Yes","Married","rent",NA,NA,NA,"yes"
"18051","97626","Georgia","Catoosa GA",NA,NA,6,"yes","Yes","highschool","employed","Yes","Married","own","democrat",NA,NA,"no"
"18052","79759","Florida","Broward FL",NA,"no",2,"no","No","highschool","other","Yes","Divorced","rent","democrat",NA,NA,"no"
"18053","32115","Pennsylvania","Butler PA","democrat","no",4,"no",NA,"highschool","employed","No","Widowed","own","democrat",NA,"by mail","no"
"18054","42980","Georgia","Burke GA","democrat","no",6,"yes","No","highschool","employed","Yes","Married","rent","democrat",NA,"in person ","no"
"18055","87230","Michigan","Macomb MI",NA,NA,5,"yes","No","highschool","other","Yes","Domestic partnership","rent",NA,NA,NA,"yes"
"18056","92297","Pennsylvania","Northampton PA",NA,NA,2,"no","No","highschool","unemployed","Yes","Single","other",NA,NA,NA,"no"
"18057","61986","Florida","Flagler FL","republican","no",9,"no","No","highschool","retired","Yes","Married","own","republican",NA,"in person","yes"
"18058","72247","Pennsylvania","Elk PA","republican","yes",6,"no",NA,"highschool","employed","No","Separated","own","republican",NA,"in person ","no"
"18059","08418","North Carolina","Forsyth NC","democrat","no",4,"no","No","highschool","retired","Yes","Married","own","democrat",NA,"in person","yes"
"18060","80076","Arizona","Maricopa AZ","republican","no",6,"yes","No","highschool","other","Yes","Married","own","republican",NA,"by mail","no"
"18061","20122","Florida","Okaloosa FL",NA,"no",4,"no","No","highschool","retired","Yes","Married","rent",NA,NA,NA,"no"
"18062","54849","Wisconsin","Eau Claire WI","democrat","yes",5,"no","No","undergraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"18063","09084","Florida","Flagler FL",NA,NA,4,"no","No","highschool","student","Yes","Single","rent","democrat",NA,NA,"no"
"18064","80455","Florida","Broward FL","republican","yes",12,"yes","No","postgraduate","employed","Yes","Married","own",NA,NA,"in person ","no"
"18065","01359","Nevada","Clark NV","republican","no",12,"no","No","undergraduate","employed","Yes","Single","rent",NA,NA,"in person ","no"
"18066","50574","Florida","Volusia FL","republican","no",10,"yes","No","highschool","employed","Yes","Divorced","rent",NA,NA,"in person","no"
"18067","91132","North Carolina","Gaston NC",NA,NA,5,"no","Yes","highschool","student","Yes","Single","rent",NA,NA,NA,"no"
"18068","95116","Florida","Martin FL","republican","no",4,"no",NA,"highschool","retired","No","Married","rent","republican",NA,"in person ","yes"
"18069","46418","Georgia","Muscogee GA","republican","no",5,"no",NA,"highschool","employed","No","Widowed","own","republican",NA,"in person ","no"
"18070","72974","Pennsylvania","Blair PA",NA,"no",5,"no",NA,"highschool","employed","No","Married","own",NA,NA,NA,"no"
"18071","36608","Pennsylvania","Indiana PA","democrat","no",7,"no",NA,"highschool","employed","No","Married","own","republican",NA,"in person ","no"
"18072","45463","Florida","Brevard FL","republican","no",8,"no",NA,"highschool","retired","No","Married","own","democrat",NA,"by mail","no"
"18073","18830","North Carolina","Cleveland NC","republican","no",7,"no","No","highschool","other","Yes","Widowed","own","republican",NA,"in person ","yes"
"18074","38714","Georgia","Coweta GA","republican","no",7,"no","No","highschool","employed","Yes","Widowed","own","republican",NA,"in person ","yes"
"18075","55959","Minnesota","Sherburne MN",NA,NA,10,"no",NA,"highschool","employed","No","Single","rent","republican",NA,NA,"no"
"18076","68910","Arizona","Maricopa AZ","republican","no",9,"no",NA,"highschool","employed","No","Married","own","democrat",NA,"by mail","no"
"18077","32925","Pennsylvania","Delaware PA","democrat","no",4,"no","No","highschool","retired","Yes","Widowed","own","republican",NA,"in person ","yes"
"18078","15467","Minnesota","Ramsey MN",NA,NA,2,"yes","Yes","highschool","other","Yes","Domestic partnership","rent",NA,NA,NA,"yes"
"18079","23688","Pennsylvania","Indiana PA",NA,NA,12,"no","Yes","undergraduate","student","Yes","Single","rent",NA,NA,NA,"no"
"18080","38578","Pennsylvania","Chester PA","republican","no",9,"no","No","highschool","retired","Yes","Married","own","republican",NA,"in person ","yes"
"18081","90836","Florida","Hernando FL",NA,NA,5,"no","No","highschool","retired","Yes","Widowed","own","democrat",NA,NA,"no"
"18082","41153","Pennsylvania","Somerset PA",NA,NA,32,"yes","Yes","highschool","employed","Yes","Separated","own","republican",NA,NA,"no"
"18083","18361","Florida","Duval FL","democrat","no",9,"no",NA,"highschool","retired","No","Domestic partnership","own","democrat",NA,"by mail","yes"
"18084","60488","North Carolina","Buncombe NC",NA,"no",32,"no","No","highschool","employed","Yes","Single","own",NA,NA,"in person","no"
"18085","18184","North Carolina","Pender NC",NA,NA,7,"no","No","highschool","employed","Yes","Married","own","democrat",NA,NA,"no"
"18086","67472","Wisconsin","Walworth WI","republican","yes",8,"yes","Yes","undergraduate","other","Yes","Married","own","democrat",NA,"in person","no"
"18087","98597","New Hampshire","Hillsborough NH",NA,"no",5,"no","No","highschool","employed","Yes","Single","rent","democrat",NA,NA,"no"
"18088","96817","Arizona","Pima AZ",NA,"no",2,"no","Yes","undergraduate","unemployed","Yes","Married","own",NA,NA,NA,"no"
"18089","58839","Florida","Hillsborough FL","democrat","no",9,"no",NA,"highschool","employed","No","Married","own","democrat",NA,"in person","yes"
"18090","43618","Pennsylvania","Lancaster PA",NA,NA,3,"no","No","highschool","employed","Yes","Single","rent",NA,NA,NA,"no"
"18091","79838","North Carolina","Guilford NC",NA,"no",5,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person","yes"
"18092","42749","Nevada","Clark NV",NA,NA,2,"no",NA,"undergraduate","retired","No","Single","rent","democrat",NA,NA,"no"
"18093","61579","Michigan","Kent MI","democrat","no",3,"no","No","no_highschool","other","Yes","Domestic partnership","own","democrat",NA,"in person ","yes"
"18094","39430","Arizona","Maricopa AZ","democrat","yes",3,"yes","No","highschool","other","Yes","Married","rent","democrat",NA,"by mail","no"
"18095","39014","North Carolina","Randolph NC",NA,NA,6,"no","Yes","undergraduate","employed","Yes","Married","own","democrat",NA,NA,"no"
"18096","22505","Florida","Pasco FL",NA,"no",9,"no","No","highschool","other","Yes","Domestic partnership","rent",NA,NA,NA,"yes"
"18097","75968","Colorado","Boulder CO",NA,NA,32,"no","No","highschool","other","Yes","Single","rent",NA,NA,NA,"yes"
"18098","19376","Georgia","Troup GA",NA,NA,32,"no","No","highschool","unemployed","Yes","Single","other",NA,NA,NA,"no"
"18099","93188","Pennsylvania","Chester PA",NA,NA,5,"no","No","highschool","employed","Yes","Single","own","democrat",NA,NA,"yes"
"18100","58924","Florida","Miami-Dade FL","republican","yes",7,"yes","No","postgraduate","employed","Yes","Married","own",NA,NA,"in person ","no"
"18101","90877","Florida","St. Johns FL","republican","no",11,"no","Yes","highschool","retired","Yes","Married","own","republican",NA,"in person","yes"
"18102","79221","New Hampshire","Rockingham NH","democrat","yes",8,"no","No","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"18103","09450","Arizona","Pima AZ","democrat","no",8,"yes","No","highschool","employed","Yes","Married","rent","democrat",NA,"in person ","no"
"18104","51066","Minnesota","Washington MN","republican","no",12,"no",NA,"highschool","employed","No","Married","own","republican",NA,"in person ","no"
"18105","15152","Georgia","Liberty GA",NA,"yes",2,"no","No","highschool","other","Yes","Divorced","rent",NA,NA,NA,"yes"
"18106","96326","Florida","Santa Rosa FL",NA,NA,32,"no","No","highschool","unemployed","Yes","Single","rent",NA,NA,NA,"no"
"18107","58920","Wisconsin","Kenosha WI",NA,NA,6,"no","No","highschool","employed","Yes","Single","rent",NA,NA,NA,"no"
"18108","92634","Michigan","Alpena MI",NA,"no",32,"no",NA,"highschool","employed","No","Married","own",NA,NA,NA,"no"
"18109","03319","Minnesota","Clay MN",NA,NA,12,"no","Yes","highschool","student","Yes","Single","own",NA,NA,NA,"no"
"18110","23772","Florida","Collier FL",NA,"yes",32,"no","No","highschool","student","Yes","Single","other",NA,NA,NA,"yes"
"18111","52839","Florida","Okaloosa FL","republican","no",10,"no",NA,"highschool","retired","No","Divorced","own","republican",NA,"in person","yes"
"18112","55085","Michigan","Saginaw MI",NA,NA,3,"no",NA,"undergraduate","employed","No","Single","own","democrat",NA,NA,"no"
"18113","72062","North Carolina","Wake NC","republican","no",10,"yes","Yes","undergraduate","employed","Yes","Widowed","own",NA,NA,"in person ","no"
"18114","88187","Arizona","Maricopa AZ",NA,NA,11,"no","No","postgraduate","employed","Yes","Domestic partnership","rent",NA,NA,NA,"no"
"18115","51231","Georgia","Gwinnett GA",NA,NA,32,"no","No","highschool","employed","Yes","Single","rent",NA,NA,NA,"no"
"18116","72191","Arizona","Maricopa AZ","democrat","yes",3,"no","No","highschool","other","Yes","Domestic partnership","rent",NA,NA,"by mail","yes"
"18117","45746","Florida","Broward FL","democrat","no",9,"no","Yes","highschool","employed","Yes","Married","own","democrat",NA,"in person","no"
"18118","19946","Virginia","Fairfax VA",NA,"no",7,"no","No","highschool","retired","Yes","Divorced","own","republican",NA,"in person","yes"
"18119","35670","Florida","Sarasota FL","republican","no",32,"no",NA,"highschool","retired","No","Widowed","own","democrat",NA,"by mail","yes"
"18120","52647","Pennsylvania","Crawford PA",NA,NA,32,"no","Yes","no_highschool","student","Yes","Single","other",NA,NA,NA,"no"
"18121","04866","Georgia","Jackson GA","republican","no",10,"yes",NA,"highschool","employed","No","Married","own","republican",NA,"in person","no"
"18122","57626","North Carolina","Mecklenburg NC",NA,NA,3,"yes","No","highschool","employed","Yes","Married","rent",NA,NA,NA,"no"
"18123","80859","Pennsylvania","Lancaster PA",NA,"yes",8,"yes","Yes","highschool","employed","Yes","Married","own","did not vote",NA,"in person ","no"
"18124","95508","Florida","Duval FL","democrat","no",10,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person","no"
"18125","42852","Pennsylvania","Montour PA",NA,"no",6,"yes","No","highschool","employed","Yes","Married","own",NA,NA,NA,"no"
"18126","22248","Florida","Pasco FL",NA,"no",5,"no","No","undergraduate","employed","Yes","Single","own",NA,NA,NA,"no"
"18127","49096","Pennsylvania","Lackawanna PA",NA,NA,6,"yes","Yes","highschool","employed","Yes","Married","own","democrat",NA,NA,"no"
"18128","88247","Florida","Marion FL","republican","no",2,"no","Yes","highschool","retired","Yes","Divorced","rent",NA,NA,"by mail","yes"
"18129","95582","Michigan","Genesee MI","republican","yes",4,"no","No","highschool","employed","Yes","Divorced","own",NA,NA,"in person ","no"
"18130","64484","Florida","Marion FL",NA,"yes",4,"yes","No","highschool","other","Yes","Single","own",NA,NA,NA,"yes"
"18131","37038","Minnesota","Anoka MN",NA,NA,32,"yes","No","highschool","employed","Yes","Married","own","republican",NA,NA,"no"
"18132","23441","Florida","Polk FL",NA,"no",10,"yes","Yes","undergraduate","employed","Yes","Married","own","did not vote",NA,"by mail","no"
"18133","67307","Pennsylvania","Allegheny PA","democrat","no",5,"no","Yes","highschool","retired","Yes","Single","own","democrat",NA,"in person ","no"
"18134","37830","Florida","Brevard FL","republican","no",10,"no","Yes","highschool","other","Yes","Married","own","democrat",NA,"in person","no"
"18135","99879","Virginia","Manassas VA",NA,"no",9,"yes","No","highschool","employed","Yes","Married","own",NA,NA,NA,"no"
"18136","21649","Nevada","Washoe NV","democrat","no",5,"no","No","highschool","unemployed","Yes","Single","other","democrat",NA,"in person ","no"
"18137","31005","Florida","Brevard FL","democrat","no",4,"no",NA,"highschool","employed","No","Married","own",NA,NA,"in person","no"
"18138","19120","Georgia","Hart GA","republican","yes",10,"no","Yes","highschool","retired","Yes","Married","own","republican",NA,"in person","yes"
"18139","56233","New Hampshire","Grafton NH","democrat","no",32,"no","No","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"18140","38888","Georgia","Fulton GA",NA,NA,5,"yes","Yes","undergraduate","employed","Yes","Divorced","rent","republican",NA,NA,"no"
"18141","39576","Pennsylvania","Lancaster PA","democrat","no",7,"yes",NA,"undergraduate","employed","No","Married","own","democrat",NA,"in person ","no"
"18142","70772","Pennsylvania","Allegheny PA","republican","no",2,"no",NA,"highschool","retired","No","Divorced","own","republican",NA,"in person ","yes"
"18143","04135","Colorado","Boulder CO","democrat","no",8,"no","Yes","highschool","retired","Yes","Married","rent","democrat",NA,"by mail","yes"
"18144","10137","Georgia","Franklin GA","republican","no",8,"yes","No","highschool","retired","Yes","Married","own","republican",NA,"in person ","no"
"18145","39553","Georgia","Gwinnett GA","republican","no",5,"yes","No","highschool","employed","Yes","Divorced","rent","republican",NA,"by mail","no"
"18146","74886","Florida","Santa Rosa FL","republican","no",2,"no","No","highschool","unemployed","Yes","Single","rent","did not vote",NA,"in person ","yes"
"18147","58139","Michigan","Wayne MI",NA,NA,5,"yes",NA,"highschool","other","No","Married","own","democrat",NA,NA,"yes"
"18148","44662","North Carolina","Forsyth NC",NA,NA,1,"no","No","highschool","student","Yes","Separated","other",NA,NA,NA,"no"
"18149","00120","Virginia","Alexandria city VA",NA,"no",10,"no",NA,"undergraduate","employed","No","Divorced","rent",NA,NA,"in person ","no"
"18150","60448","Florida","Miami-Dade FL","republican","no",3,"no",NA,"highschool","employed","No","Single","own",NA,NA,"in person ","no"
"18151","43413","Minnesota","Rock MN","democrat","no",5,"no","No","highschool","retired","Yes","Married","own","democrat",NA,"in person ","yes"
"18152","83942","Florida","Hillsborough FL","republican","no",4,"no",NA,"highschool","employed","No","Married","own","republican",NA,"by mail","no"
"18153","78258","Michigan","Antrim MI","republican","no",2,"no","No","highschool","retired","Yes","Divorced","rent","republican",NA,"by mail","yes"
"18154","27015","Pennsylvania","Berks PA",NA,NA,6,"no","No","highschool","unemployed","Yes","Single","own",NA,NA,NA,"yes"
"18155","04183","Pennsylvania","Cambria PA","democrat","no",2,"yes","No","highschool","unemployed","Yes","Domestic partnership","rent","democrat",NA,"in person ","no"
"18156","62454","Pennsylvania","Washington PA","democrat","no",4,"no",NA,"highschool","retired","No","Married","own","democrat",NA,"in person ","yes"
"18157","51136","Pennsylvania","Blair PA","republican","no",5,"no","Yes","highschool","employed","Yes","Domestic partnership","own","did not vote",NA,"by mail","no"
"18158","04317","Florida","Pasco FL","republican","no",6,"no","No","highschool","employed","Yes","Single","own","republican",NA,"in person","yes"
"18159","15145","Florida","Leon FL","democrat","yes",1,"no",NA,"undergraduate","unemployed","No","Single","own","democrat",NA,"in person","no"
"18160","71324","Virginia","Wythe VA",NA,NA,32,"no","No","no_highschool","retired","Yes","Married","own",NA,NA,NA,"yes"
"18161","99416","Arizona","Maricopa AZ",NA,"no",9,"no",NA,"undergraduate","retired","No","Married","own",NA,NA,NA,"yes"
"18162","02143","Florida","Orange FL","republican","yes",7,"no",NA,"undergraduate","employed","No","Single","own","republican",NA,"by mail","no"
"18163","75814","Pennsylvania","Warren PA","republican","no",7,"no","Yes","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"18164","75923","Michigan","Wayne MI",NA,NA,32,"yes","No","highschool","unemployed","Yes","Single","other",NA,NA,NA,"no"
"18165","55543","Georgia","Houston GA",NA,NA,4,"no","No","highschool","unemployed","Yes","Single","own",NA,NA,NA,"yes"
"18166","79911","New Hampshire","Strafford NH","democrat","no",3,"no","Yes","highschool","other","Yes","Domestic partnership","rent","democrat",NA,"in person ","yes"
"18167","97118","Florida","Marion FL",NA,NA,3,"no",NA,"undergraduate","unemployed","No","Married","own","democrat",NA,NA,"no"
"18168","38909","North Carolina","Haywood NC",NA,"no",4,"no","Yes","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"18169","95481","Virginia","Lynchburg city VA","republican","no",3,"no","No","highschool","student","Yes","Single","rent",NA,NA,"in person ","yes"
"18170","53661","Minnesota","Ramsey MN",NA,"yes",4,"no","Yes","highschool","other","Yes","Single","rent","democrat",NA,"in person ","yes"
"18171","69254","Wisconsin","Winnebago WI","republican","no",3,"no",NA,"highschool","retired","No","Divorced","rent","republican",NA,"in person ","yes"
"18172","88299","Georgia","Bryan GA",NA,NA,7,"no","No","undergraduate","employed","Yes","Divorced","own","democrat",NA,NA,"no"
"18173","02108","Wisconsin","Rock WI","democrat","no",2,"no","No","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"18174","96071","Colorado","Adams CO",NA,NA,7,"no","No","no_highschool","unemployed","Yes","Married","own","democrat",NA,NA,"no"
"18175","74685","Georgia","Douglas GA",NA,"no",4,"yes","Yes","highschool","other","Yes","Married","rent","democrat",NA,"in person","no"
"18176","74544","Georgia","Wheeler GA","republican","no",8,"no",NA,"highschool","employed","No","Married","own","republican",NA,"in person","yes"
"18177","66317","Pennsylvania","Beaver PA",NA,"no",2,"no",NA,"no_highschool","retired","No","Married","rent",NA,NA,NA,"yes"
"18178","59663","Pennsylvania","Huntingdon PA",NA,NA,8,"yes","No","highschool","employed","Yes","Single","own","not sure",NA,NA,"no"
"18179","19531","Pennsylvania","Erie PA","republican","no",12,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person ","yes"
"18180","97251","Michigan","Cass MI",NA,"no",4,"no",NA,"highschool","retired","No","Widowed","own","democrat",NA,NA,"yes"
"18181","10247","Georgia","Murray GA",NA,NA,8,NA,NA,"highschool","employed","No","Divorced","own",NA,NA,NA,"yes"
"18182","68701","Virginia","Stafford VA","democrat","no",6,"yes","No","highschool","other","Yes","Married","rent","democrat",NA,"in person ","no"
"18183","52519","Florida","Duval FL",NA,NA,3,"no",NA,"highschool","other","No","Divorced","rent","democrat",NA,NA,"no"
"18184","64968","Arizona","Maricopa AZ","republican","no",32,"no","No","highschool","retired","Yes","Widowed","own","democrat",NA,"in person ","yes"
"18185","64171","Pennsylvania","Armstrong PA","republican","no",32,"no",NA,"highschool","employed","No","Single","own",NA,NA,"in person ","no"
"18186","53043","Arizona","Maricopa AZ","republican","no",4,"yes","No","highschool","other","Yes","Married","rent","republican",NA,"by mail","no"
"18187","30425","Florida","Duval FL","republican","no",5,"yes","No","highschool","other","Yes","Married","own","republican",NA,"in person","no"
"18188","75138","Florida","Hernando FL",NA,NA,7,"no","No","highschool","student","Yes","Single","own",NA,NA,NA,"no"
"18189","10366","North Carolina","Cumberland NC",NA,NA,2,"yes","No","highschool","employed","Yes","Married","rent",NA,NA,NA,"yes"
"18190","03928","Arizona","Maricopa AZ","republican","no",3,"no","No","highschool","employed","Yes","Married","own","republican",NA,"by mail","no"
"18191","44625","Georgia","White GA","democrat","no",9,"no",NA,"highschool","employed","No","Married","own","democrat",NA,"in person ","no"
"18192","26732","Pennsylvania","Clearfield PA",NA,"no",3,"yes",NA,"highschool","employed","No","Married","own",NA,NA,NA,"no"
"18193","53787","Arizona","Maricopa AZ","republican","no",32,"no",NA,"highschool","retired","No","Married","own","republican",NA,"by mail","yes"
"18194","05281","Florida","Lee FL",NA,"yes",6,"no","No","highschool","employed","Yes","Single","other",NA,NA,NA,"no"
"18195","95704","Florida","Lee FL",NA,NA,13,"no","No","undergraduate","retired","Yes","Married","own","republican",NA,NA,"yes"
"18196","25966","Florida","Broward FL",NA,"no",4,"no","No","highschool","retired","Yes","Married","own","democrat",NA,"by mail","yes"
"18197","80766","Pennsylvania","Clarion PA","democrat","no",7,"no","No","highschool","retired","Yes","Married","own","democrat",NA,"in person ","no"
"18198","27881","Virginia","Dickenson VA","republican","no",2,"no","Yes","highschool","retired","Yes","Married","own","did not vote",NA,"in person ","yes"
"18199","31900","Arizona","Pima AZ","democrat","no",5,"no","No","highschool","employed","Yes","Domestic partnership","rent",NA,NA,"in person","no"
"18200","69820","Virginia","Henry VA",NA,"yes",32,"no","No","postgraduate","employed","Yes","Single","rent","republican",NA,"in person ","no"
"18201","16155","Georgia","Laurens GA","democrat","yes",3,"yes","Yes","highschool","other","Yes","Divorced","rent","democrat",NA,"in person ","yes"
"18202","39394","Nevada","Clark NV",NA,"no",8,"no","No","highschool","other","Yes","Domestic partnership","rent","democrat",NA,NA,"no"
"18203","31489","Virginia","Colonial Heights city VA",NA,"no",1,"no","No","highschool","unemployed","Yes","Single","rent",NA,NA,NA,"no"
"18204","76069","Wisconsin","Milwaukee WI","democrat","no",9,"no","No","highschool","other","Yes","Married","own","democrat",NA,"in person","no"
"18205","24154","Florida","Volusia FL","republican","no",8,"no",NA,"highschool","retired","No","Single","own","republican",NA,"by mail","no"
"18206","24933","Florida","Citrus FL","republican","no",11,"yes","Yes","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"18207","15672","Minnesota","Hennepin MN",NA,NA,1,"no","No","undergraduate","unemployed","Yes","Single","other",NA,NA,NA,"yes"
"18208","18191","Wisconsin","Dane WI","democrat","yes",11,"no","Yes","highschool","employed","Yes","Married","own","democrat",NA,"in person","no"
"18209","26647","Minnesota","Hennepin MN","republican","no",4,"no",NA,"highschool","employed","No","Single","own","did not vote",NA,"in person ","no"
"18210","12314","Pennsylvania","Bucks PA","democrat","no",5,"yes","No","highschool","other","Yes","Married","own",NA,NA,"in person ","no"
"18211","93288","Virginia","Nottoway VA",NA,"no",3,"no","No","highschool","employed","Yes","Married","own",NA,NA,NA,"yes"
"18212","51193","Georgia","Clayton GA","democrat","yes",6,"no","Yes","highschool","unemployed","Yes","Married","own","democrat",NA,"by mail","no"
"18213","04023","Nevada","Clark NV","democrat","no",4,"no","No","highschool","other","Yes","Divorced","own",NA,NA,"in person","yes"
"18214","15317","Georgia","Fulton GA",NA,"yes",8,"no","No","highschool","employed","Yes","Single","other","democrat",NA,"in person","no"
"18215","13557","North Carolina","Buncombe NC","republican","no",10,"no","Yes","highschool","employed","Yes","Married","own","republican",NA,"in person","no"
"18216","41612","Pennsylvania","Northampton PA","republican","no",6,"no",NA,"highschool","retired","No","Married","own","republican",NA,"by mail","yes"
"18217","16971","Pennsylvania","Beaver PA","republican","no",7,"no","No","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"18218","47074","Florida","Palm Beach FL","republican","no",10,"no","No","highschool","employed","Yes","Married","own","republican",NA,"in person","no"
"18219","41044","Pennsylvania","Lancaster PA","democrat","no",7,"no","No","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"18220","58766","Minnesota","Aitkin MN","democrat","no",8,"no",NA,"highschool","retired","No","Married","own","democrat",NA,"in person ","yes"
"18221","05472","Minnesota","St. Louis MN","republican","yes",7,"no","Yes","highschool","unemployed","Yes","Married","own","democrat",NA,"in person ","no"
"18222","65758","Florida","Bay FL",NA,"yes",2,"yes","No","highschool","employed","Yes","Married","rent","republican",NA,"by mail","yes"
"18223","79944","Florida","Hillsborough FL",NA,NA,2,"no","No","undergraduate","employed","Yes","Domestic partnership","rent",NA,NA,NA,"no"
"18224","94585","Arizona","Pima AZ","democrat","no",4,"no","No","undergraduate","employed","Yes","Single","own","democrat",NA,"by mail","no"
"18225","94527","Florida","Volusia FL",NA,"no",3,"no",NA,"highschool","employed","No","Single","own",NA,NA,NA,"yes"
"18226","05830","Michigan","St. Clair MI","democrat","no",5,"no","No","highschool","unemployed","Yes","Single","rent","democrat",NA,"by mail","no"
"18227","53492","Arizona","Maricopa AZ",NA,"yes",2,"no","No","highschool","unemployed","Yes","Single","other","did not vote",NA,"by mail","yes"
"18228","11980","Michigan","Wayne MI","democrat","no",4,"no","No","highschool","retired","Yes","Married","own","democrat",NA,"in person ","yes"
"18229","07295","Pennsylvania","Allegheny PA","democrat","yes",12,"no","No","undergraduate","employed","Yes","Single","rent","democrat",NA,"in person ","no"
"18230","25143","Florida","Lake FL","republican","no",10,"no","No","highschool","retired","Yes","Married","own","republican",NA,"in person ","yes"
"18231","45432","Pennsylvania","Northampton PA","democrat","no",9,"no","Yes","highschool","student","Yes","Single","own",NA,NA,"in person ","yes"
"18232","80602","Florida","Pinellas FL","democrat","no",4,"no",NA,"highschool","employed","No","Married","rent","not sure",NA,"by mail","no"
"18233","59576","Florida","Pinellas FL","republican","no",11,"no",NA,"highschool","employed","No","Divorced","own","republican",NA,"in person","no"
"18234","63822","Pennsylvania","Philadelphia PA",NA,NA,4,"no","Yes","highschool","student","Yes","Single","own",NA,NA,NA,"no"
"18235","64436","Georgia","DeKalb GA","democrat","no",9,"yes","No","undergraduate","employed","Yes","Married","own","democrat",NA,"in person","no"
"18236","92022","Michigan","Allegan MI","democrat","no",4,"no","No","highschool","employed","Yes","Married","own","democrat",NA,"in person ","yes"
"18237","25728","Pennsylvania","Bucks PA","democrat","no",7,"no",NA,"undergraduate","employed","No","Single","rent",NA,NA,"in person ","no"
"18238","17995","Minnesota","St. Louis MN","democrat","no",4,"no","No","highschool","retired","Yes","Divorced","own","democrat",NA,"in person","no"
"18239","72669","New Hampshire","Carroll NH","democrat","yes",8,"no","No","postgraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"18240","92333","Florida","Hillsborough FL","republican","no",8,"no","No","highschool","retired","Yes","Married","own","republican",NA,"by mail","no"
"18241","57080","Pennsylvania","Susquehanna PA",NA,"no",3,"no",NA,"highschool","retired","No","Divorced","own","democrat",NA,NA,"no"
"18242","47012","Pennsylvania","Westmoreland PA","democrat","no",32,"yes","No","highschool","employed","Yes","Divorced","rent","not sure",NA,"in person ","yes"
"18243","33169","Georgia","Jackson GA","democrat","no",2,"no","No","highschool","other","Yes","Separated","own","democrat",NA,"in person","yes"
"18244","75136","Florida","Miami-Dade FL","democrat","yes",11,"no","Yes","highschool","employed","Yes","Married","rent","democrat",NA,"in person ","no"
"18245","83067","Pennsylvania","Lehigh PA","democrat","no",10,"no","No","highschool","employed","Yes","Married","own",NA,NA,"in person ","no"
"18246","82733","Wisconsin","Milwaukee WI",NA,NA,5,"no","Yes","highschool","employed","Yes","Single","rent",NA,NA,NA,"no"
"18247","75713","Minnesota","Goodhue MN","democrat","no",1,"no","No","highschool","other","Yes","Divorced","own",NA,NA,"in person ","yes"
"18248","84782","Arizona","Pima AZ","democrat","no",7,"no","Yes","highschool","other","Yes","Divorced","own","democrat",NA,"by mail","yes"
"18249","67080","North Carolina","Wake NC","republican","no",6,"no","Yes","highschool","employed","Yes","Divorced","rent","republican",NA,"in person","no"
"18250","98031","Michigan","Jackson MI",NA,"yes",5,"yes","No","highschool","employed","Yes","Married","own",NA,NA,NA,"no"
"18251","10312","Georgia","DeKalb GA","republican","no",32,"yes","Yes","highschool","employed","Yes","Divorced","own","democrat",NA,"in person ","no"
"18252","54030","Florida","Palm Beach FL","democrat","no",1,"no",NA,"highschool","unemployed","No","Married","own","democrat",NA,"in person","no"
"18253","72371","Pennsylvania","Schuylkill PA","republican","no",5,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person ","yes"
"18254","94710","Virginia","Russell VA",NA,NA,4,"yes","No","highschool","other","Yes","Married","own",NA,NA,NA,"no"
"18255","77491","Colorado","El Paso CO","republican","no",12,"no","Yes","highschool","unemployed","Yes","Single","other",NA,NA,"by mail","no"
"18256","24395","Pennsylvania","Delaware PA","democrat","yes",5,"no","No","highschool","employed","Yes","Single","rent","democrat",NA,"in person ","no"
"18257","34948","Pennsylvania","Washington PA",NA,"no",4,"no","No","no_highschool","employed","Yes","Single","rent",NA,NA,NA,"no"
"18258","28370","Arizona","Maricopa AZ",NA,NA,3,"yes","No","highschool","other","Yes","Married","rent",NA,NA,NA,"no"
"18259","94984","Virginia","Danville city VA",NA,"no",32,"no",NA,"highschool","unemployed","No","Single","own",NA,NA,NA,"no"
"18260","46301","Pennsylvania","Armstrong PA",NA,"yes",2,"no","Yes","highschool","student","Yes","Divorced","rent","republican",NA,"in person ","yes"
"18261","10722","Michigan","Calhoun MI","republican","no",5,"no","No","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
